dialogue_id	source_file	label	map	speaker	context	tags	text	notes	original_hash
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor2ndOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor2ndOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor2ndOpponent		The 2nd opponent is next.\nAre you prepared?		e28f980213921d94
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor3rdOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor3rdOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor3rdOpponent		The 3rd opponent is next.\nAre you prepared?		4fd4eafae1808f4f
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor4thOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor4thOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor4thOpponent		The 4th opponent is next.\nAre you prepared?		3e7190fe94fb5edb
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor5thOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor5thOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor5thOpponent		The 5th opponent is next.\nAre you prepared?		ef2950648091f87b
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor6thOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor6thOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor6thOpponent		The 6th opponent is next.\nAre you prepared?		76bd6199e499c5c7
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor7thOpponent	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_PreparedFor7thOpponent	BattleFrontier_BattlePalaceBattleRoom		PreparedFor7thOpponent		The 7th opponent is next.\nAre you prepared?		8398089b0a3d0ca9
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SaveAndQuitGame	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SaveAndQuitGame	BattleFrontier_BattlePalaceBattleRoom		SaveAndQuitGame		Would you like to save and quit\nthe game?		9deeec68d2216f89
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_WishToQuitChallenge	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_WishToQuitChallenge	BattleFrontier_BattlePalaceBattleRoom		WishToQuitChallenge		Do you wish to quit your challenge?		b0a521ed8a3aacff
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SavingData	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SavingData	BattleFrontier_BattlePalaceBattleRoom		SavingData		Saving the data.\nHave patience…		e6fd96f5962850f1
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_RecordLastMatch	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_RecordLastMatch	BattleFrontier_BattlePalaceBattleRoom		RecordLastMatch		Do you wish to record your latest\nmatch on your FRONTIER PASS?		e0f6514a9e6cfea3
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_ChallengingPalaceMaven	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_ChallengingPalaceMaven	BattleFrontier_BattlePalaceBattleRoom		ChallengingPalaceMaven		And now…\pBy winning consistently, you have\nearned the privilege of challenging\lour master, the PALACE MAVEN…		06576db49f330ef2
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_ReadyForPalaceMaven	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_ReadyForPalaceMaven	BattleFrontier_BattlePalaceBattleRoom		ReadyForPalaceMaven		I shall send for the PALACE MAVEN.\nAre you ready?		10f50ffdfc629ad1
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_AnnounceArrivalOfSpenser	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_AnnounceArrivalOfSpenser	BattleFrontier_BattlePalaceBattleRoom		AnnounceArrivalOfSpenser		Let great fanfare announce the arrival\nof the PALACE MAVEN, SPENSER!		d6e8312bd9c60566
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserFirstIntro	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserFirstIntro	BattleFrontier_BattlePalaceBattleRoom		SpenserFirstIntro		SPENSER: My physical being is with\nPOKéMON always!\pMy heart beats as one with\nPOKéMON always!\pYoung one of a TRAINER!\nDo you believe in your POKéMON?\pCan you believe them through\nand through?\pIf your bonds of trust are frail,\nyou will never beat my brethren!		bc27ae2eb4180c8f
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_ProveYourBondWithMons	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_ProveYourBondWithMons	BattleFrontier_BattlePalaceBattleRoom		ProveYourBondWithMons		The bond you share with your POKéMON!\nProve it to me here!		c0ce2cac02ce894c
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserPostSilverBattle	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserPostSilverBattle	BattleFrontier_BattlePalaceBattleRoom		SpenserPostSilverBattle		SPENSER: Gwahahah!\pHah, you never fell for my bluster!\nSorry for trying that stunt!\pHere!\nBring me the thing!		943ddc87f8d9f6bd
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_LetsSeeFrontierPass	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_LetsSeeFrontierPass	BattleFrontier_BattlePalaceBattleRoom		LetsSeeFrontierPass		My, my, if only you could maintain that\nfacade of distinguished authority…\pHere!\nLet's see your FRONTIER PASS!		12653cbbcc562700
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_ReceivedSpiritsSymbol	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_ReceivedSpiritsSymbol	BattleFrontier_BattlePalaceBattleRoom		ReceivedSpiritsSymbol		The Spirits Symbol was embossed on\nthe FRONTIER PASS!		105e7413379b3fd0
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserAwaitNextTime	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserAwaitNextTime	BattleFrontier_BattlePalaceBattleRoom		SpenserAwaitNextTime		SPENSER: Your POKéMON's eyes are \ntruly clear and unclouded.\pI will eagerly await the next\nopportunity to see you.		11a557646dd35838
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserThisTimeWontHoldBack	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserThisTimeWontHoldBack	BattleFrontier_BattlePalaceBattleRoom		SpenserThisTimeWontHoldBack		SPENSER: Gwahahah!\nYou've battled your way up again?\pYou must have developed a truly\nformidable bond with your POKéMON.\pSo be it!\pThis time, I won't bluster or hold back.\nThis time, there's no fooling around.\pReady now?\nPrepare to lose!		32078635744d6e14
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_Kaaah	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_Kaaah	BattleFrontier_BattlePalaceBattleRoom		Kaaah		… … …Kaaah!		3d5c4368f4aca78e
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserYourTeamIsAdmirable	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserYourTeamIsAdmirable	BattleFrontier_BattlePalaceBattleRoom		SpenserYourTeamIsAdmirable		SPENSER: Well, that was some display!\nEven fully unleashed, my brethren\lcould not overpower you.\pYour team spirit is truly admirable!\pHere!\nBring me that thing, will you?		98754765fc77afe5
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_HurryWithFrontierPass	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_HurryWithFrontierPass	BattleFrontier_BattlePalaceBattleRoom		HurryWithFrontierPass		My, my, if only you could maintain\na certain level of decorum…\pGaaah, here!\nHurry with that FRONTIER PASS, you!		712909ed9d3ecb73
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpiritsSymbolTookGoldenShine	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpiritsSymbolTookGoldenShine	BattleFrontier_BattlePalaceBattleRoom		SpiritsSymbolTookGoldenShine		The Spirits Symbol took on\na golden shine!		2221b935229f18db
data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc::BattleFrontier_BattlePalaceBattleRoom_Text_SpenserComeSeeMeAgain	data/maps/BattleFrontier_BattlePalaceBattleRoom/scripts.inc	BattleFrontier_BattlePalaceBattleRoom_Text_SpenserComeSeeMeAgain	BattleFrontier_BattlePalaceBattleRoom		SpenserComeSeeMeAgain		SPENSER: Gwahahah!\pCome see me time and again!\nMy brethren and I will be waiting!		26f964e01015237e
data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc::BattleFrontier_BattlePalaceCorridor_Text_PeopleAndMonAreSame	data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc	BattleFrontier_BattlePalaceCorridor_Text_PeopleAndMonAreSame	BattleFrontier_BattlePalaceCorridor		PeopleAndMonAreSame		People and POKéMON, they are but\nthe same…\pTheir individual nature makes them\ngood at certain things, and not good\lat others.		fb2356fb59152de8
data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc::BattleFrontier_BattlePalaceCorridor_Text_LetMonDoWhatItLikes	data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc	BattleFrontier_BattlePalaceCorridor_Text_LetMonDoWhatItLikes	BattleFrontier_BattlePalaceCorridor		LetMonDoWhatItLikes		Rather than trying to make a POKéMON\ndo what it dislikes, try to let it do\lwhat it likes and is good at doing.\pPut yourself in the POKéMON's position\nand consider what moves it would like.		2d3b713640f530cd
data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc::BattleFrontier_BattlePalaceCorridor_Text_MonDifferentWhenCornered	data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc	BattleFrontier_BattlePalaceCorridor_Text_MonDifferentWhenCornered	BattleFrontier_BattlePalaceCorridor		MonDifferentWhenCornered		A POKéMON's nature is a remarkable\nthing…\pSome POKéMON behave in a completely\ndifferent way when they are cornered.		b7520c8ef7591a22
data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc::BattleFrontier_BattlePalaceCorridor_Text_BeginningToUnderstandNature	data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc	BattleFrontier_BattlePalaceCorridor_Text_BeginningToUnderstandNature	BattleFrontier_BattlePalaceCorridor		BeginningToUnderstandNature		Are you beginning to understand how\na POKéMON's nature makes it behave?		48be3a1cf7d87982
data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc::BattleFrontier_BattlePalaceCorridor_Text_HeartfeltBondBetweenYouAndMons	data/maps/BattleFrontier_BattlePalaceCorridor/scripts.inc	BattleFrontier_BattlePalaceCorridor_Text_HeartfeltBondBetweenYouAndMons	BattleFrontier_BattlePalaceCorridor		HeartfeltBondBetweenYouAndMons		Ah… I see a strong, heartfelt bond\nbetween you and your POKéMON…		b0667cd4c77f0a99
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_WelcomeForSingleBattle	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_WelcomeForSingleBattle	BattleFrontier_BattlePalaceLobby		WelcomeForSingleBattle		Where the hearts of TRAINERS\nare put to the test.\pI welcome you to the BATTLE PALACE.\pI accept challenges to the SINGLE\nBATTLE HALLS.		5600dc84a4c32c00
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_TakeSingleBattleChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_TakeSingleBattleChallenge	BattleFrontier_BattlePalaceLobby		TakeSingleBattleChallenge		Do you wish to take\nthe SINGLE BATTLE HALL challenge?		8f1c3b04c11f5b22
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ExplainSingleBattleChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ExplainSingleBattleChallenge	BattleFrontier_BattlePalaceLobby		ExplainSingleBattleChallenge		In the BATTLE PALACE, there are\nseveral auditoriums for SINGLE BATTLES\lthat are named SINGLE BATTLE HALLS.\pThe SINGLE BATTLES are conducted in\nthe usual way, except with one crucial\lrule that must be obeyed.\pTRAINERS are permitted only to switch\ntheir POKéMON in and out.\pTRAINERS are otherwise forbidden to\ncommand their POKéMON.\pThe POKéMON are to behave according\nto their nature and battle on their own.\pYou must put your trust in your\nPOKéMON and watch over them.\pIf you achieve the honor of beating\nseven TRAINERS in succession,\lwe will present you with Battle Points.\pIf you want to interrupt your\nchallenge, you must save the game.\pIf you don't save before interrupting,\nyou will be disqualified.		0d55eb6ad70992ba
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ReturnWhenFortified	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ReturnWhenFortified	BattleFrontier_BattlePalaceLobby		ReturnWhenFortified		When you have fortified your heart\nand POKéMON, you must return.		1be43bccca7714f7
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_WhichChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_WhichChallenge	BattleFrontier_BattlePalaceLobby		WhichChallenge		There are two BATTLE HALLS,\nLevel 50 and Open Level.\lWhich is your choice of a challenge?		b9ca54c50e01c64f
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_NotEnoughValidMonsLv50	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_NotEnoughValidMonsLv50	BattleFrontier_BattlePalaceLobby		NotEnoughValidMonsLv50		Sigh…\pYou do not have the three POKéMON\nrequired for the challenge.\pTo enter, you must provide three\ndifferent kinds of POKéMON.\pThese POKéMON must all be of\nLevel 50 or lower.\pThey also must not be holding\nthe same kinds of items.\pEGGS{STR_VAR_1} ineligible.\pCome back when you have made\nyour preparations.		4c40f3ea6b9ad03a
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_NotEnoughValidMonsLvOpen	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_NotEnoughValidMonsLvOpen	BattleFrontier_BattlePalaceLobby		NotEnoughValidMonsLvOpen		Sigh…\pYou do not have the three POKéMON\nrequired for the challenge.\pTo enter, you must provide three\ndifferent kinds of POKéMON.\pThey also must not be holding\nthe same kinds of items.\pEGGS{STR_VAR_1} ineligible.\pCome back when you have made\nyour preparations.		6f697912d82b3575
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_NowSelectThreeMons	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_NowSelectThreeMons	BattleFrontier_BattlePalaceLobby		NowSelectThreeMons		Good. Now, you must select your\nthree POKéMON.		fed71070daa1ebf0
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_MustSaveBeforeChallenge2	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_MustSaveBeforeChallenge2	BattleFrontier_BattlePalaceLobby		MustSaveBeforeChallenge2		I must save before I show you to\nthe BATTLE HALL. Is that okay?		96afaeb9909faa78
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_FollowMe	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_FollowMe	BattleFrontier_BattlePalaceLobby		FollowMe		Good.\nNow, follow me.		9d4663d0d6d4c1fe
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ResultsWillBeRecorded	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ResultsWillBeRecorded	BattleFrontier_BattlePalaceLobby		ResultsWillBeRecorded		I feel privileged for having seen\nyour POKéMON's exploits.\pThe results will be recorded.\nI must ask you to briefly wait.		85207418c1856a99
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_FirmTrueBondsFor7WinStreak	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_FirmTrueBondsFor7WinStreak	BattleFrontier_BattlePalaceLobby		FirmTrueBondsFor7WinStreak		To achieve a 7-win streak…\pThe bonds that bind your heart with\nyour POKéMON seem firm and true.		e830e15667671ff5
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_FeatWillBeRecorded	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_FeatWillBeRecorded	BattleFrontier_BattlePalaceLobby		FeatWillBeRecorded		Your feat will be recorded.\nI must ask you to briefly wait.		be6ceae744a0259e
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_BattlePointsFor7WinStreak	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_BattlePointsFor7WinStreak	BattleFrontier_BattlePalaceLobby		BattlePointsFor7WinStreak		For the feat of your 7-win streak,\nwe present you with Battle Point(s).		82c2526e31599dc4
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_NoSpaceForPrize	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_NoSpaceForPrize	BattleFrontier_BattlePalaceLobby		NoSpaceForPrize		You seem to have no space for\nour prize.\pYou should return when you have\norganized your BAG.		f0efa23daa6a6291
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_WeHaveBeenWaiting	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_WeHaveBeenWaiting	BattleFrontier_BattlePalaceLobby		WeHaveBeenWaiting		We have been waiting for you…		4990a3191bb7013c
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_MustSaveBeforeChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_MustSaveBeforeChallenge	BattleFrontier_BattlePalaceLobby		MustSaveBeforeChallenge		I must save before I show you to\nthe BATTLE HALL. Is that okay?		96afaeb9909faa78
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_FailedToSaveBeforeEndingChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_FailedToSaveBeforeEndingChallenge	BattleFrontier_BattlePalaceLobby		FailedToSaveBeforeEndingChallenge		Sigh…\pYou failed to save before you ended\nyour challenge the last time.\pAs a result, your challenge has been\ndisqualified. It is most unfortunate.		5a602d19f34feb09
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ReceivedPrize	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ReceivedPrize	BattleFrontier_BattlePalaceLobby		ReceivedPrize		{PLAYER} received the prize\n{STR_VAR_1}.		bc38fe30abdc756b
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_LadyCanTellWhatMonsThink	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_LadyCanTellWhatMonsThink	BattleFrontier_BattlePalaceLobby		LadyCanTellWhatMonsThink		For a hardy fellow like me,\nhardy POKéMON are the best.\pOffense is the best defense!\nA relentless attack is the ultimate!\pBut that's not what I wanted to chat\nabout.\pEvery so often a really cute lady\nswings by here.\pShe says that she can tell what\nPOKéMON are thinking.\pI don't know about that part,\nbut she is really cute.\pHuh?\nWhy are you looking at me like that?		6a5566ad0fb5326a
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_NatureAndMovesKeyHere	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_NatureAndMovesKeyHere	BattleFrontier_BattlePalaceLobby		NatureAndMovesKeyHere		Hmm…\pIt appears that the nature of POKéMON\nand the moves that they have been\ltaught are the keys to battle here.\pTo be more precise, it's how well\nthe moves match the nature of\lthe POKéMON.\pIf your POKéMON is in trouble and\nunable to live up to its potential,\lyou may need to examine how well\lits moves match its nature.		59dd9b80a618418d
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_MonDocileButTransforms	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_MonDocileButTransforms	BattleFrontier_BattlePalaceLobby		MonDocileButTransforms		My POKéMON is usually very docile.\pBut when it's in a BATTLE HALL,\nit sometimes seems to become\ltransformed into something wicked!\pIt becomes totally intimidating.\nIt's shocking, even.		3266bc83193a8eec
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_WhatNatureFavorsChippingAway	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_WhatNatureFavorsChippingAway	BattleFrontier_BattlePalaceLobby		WhatNatureFavorsChippingAway		I wonder what sort of nature a POKéMON\nwould have if it favored enfeebling its\lopponents and chipping away slowly.\pI'd be surprised if it was a LAX nature.\pBut, nah, that can't be right.		92602062b0b01b49
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_WelcomeForDoubleBattle	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_WelcomeForDoubleBattle	BattleFrontier_BattlePalaceLobby		WelcomeForDoubleBattle		Where the hearts of TRAINERS\nare put to the test.\pI welcome you to the BATTLE PALACE.\pI accept challenges to the DOUBLE\nBATTLE HALLS.		57e235c15faaf1a3
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_TakeDoubleBattleChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_TakeDoubleBattleChallenge	BattleFrontier_BattlePalaceLobby		TakeDoubleBattleChallenge		Do you wish to take\nthe DOUBLE BATTLE HALL challenge?		19c3c64d1f257d4e
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ExplainDoubleBattleChallenge	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ExplainDoubleBattleChallenge	BattleFrontier_BattlePalaceLobby		ExplainDoubleBattleChallenge		In the BATTLE PALACE, there are\nseveral auditoriums for DOUBLE BATTLES\lthat are named DOUBLE BATTLE HALLS.\pThe DOUBLE BATTLES are conducted in\nthe usual way, except with one crucial\lrule that must be obeyed.\pTRAINERS are permitted only to switch\ntheir POKéMON in and out.\pTRAINERS are otherwise forbidden to\ncommand their POKéMON.\pThe POKéMON are to behave according\nto their nature and battle on their own.\pYou must put your trust in your\nPOKéMON and watch over them.\pIf you achieve the honor of beating\nseven TRAINERS in succession,\lwe will present you with Battle Points.\pIf you want to interrupt your\nchallenge, please save the game.\pIf you don't save before interrupting,\nyou will be disqualified.		cb274d13a3ef3340
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_ToDefeatMavenAnd7Trainers	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_ToDefeatMavenAnd7Trainers	BattleFrontier_BattlePalaceLobby		ToDefeatMavenAnd7Trainers		To defeat the PALACE MAVEN\nand seven TRAINERS in a row…		9f10545f592e8473
data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc::BattleFrontier_BattlePalaceLobby_Text_PresentYouWithBattlePoints	data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc	BattleFrontier_BattlePalaceLobby_Text_PresentYouWithBattlePoints	BattleFrontier_BattlePalaceLobby		PresentYouWithBattlePoints		In honor of the bond you share with\nyour POKéMON, we present you with\lthese Battle Point(s).		f378060bb8673b5a
